Ref. Publication date [year:mm:dd],Substrate,Electrode,TL1-front,TL2-front,TL3-front,Material,TL4-back,TL5-back,TL6-back,TL7-back,Electrode2,Cell. Area. Measured [cm^2],Cell. Architecture [nip/pin/ ?,Module [TRUE/FALSE],Perovskite. Band gap [Eg.1 | Eg.2 | ...] [eV],Stability. (H)
28/04/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite , P(BDTT-ttPPD) ,Blank,Blank,Blank,Au,0.1,nip-mp,FALSE,1.5,363.0539242
08/05/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.0784,nip-mp,FALSE,1.583,1257.754011
21/02/2018,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.125,nip-mp,FALSE,1.55,129.7297297
13/05/2015,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.285,nip,FALSE,1.6,181.6216216
23/05/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ,Blank,Blank,Blank,Blank, Carbon,1,nip-mp-carbon,FALSE,1.6,778.3783784
29/01/2020 00:00,SLG ,FTO ,"SnO2;  SnO2-(c, np, QDs) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,1.84,nip,FALSE,1.6,1122.826087
29/01/2020 00:00,SLG ,FTO ,"SnO2;  SnO2-(c, np, QDs) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,1.84,nip,FALSE,1.6,1122.826087
30/04/2015 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.16,nip-mp,FALSE,1.6,808.6956522
24/07/2017 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.1764,nip-mp,FALSE,1.73,13.04347826
28/06/2019 00:00,SLG ,ITO ,"SnO2;  SnO2-(c, np, QDs) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ", MoOx; MoO3 ,Blank,Blank,Au,0.05,nip,FALSE,1.6,434.7826087
01/03/2020 00:00,SLG ,FTO , NiO-nanowalls ,Blank,Blank, Perovskite , PCBM-60; PCBM-70, Zr(acac)4 ,Blank,Blank,Ag,0.1,nip,FALSE,1.6,131.147541
19/08/2020,SLG ,ITO ," P3CT; P3CT - (K, N, Na)",Blank,Blank, Perovskite , PCBM-60; PCBM-70, C60 , BCP ,Blank,Ag,0.09,pin,FALSE,1.88,549.4505495
20/05/2019,SLG ,ITO , PEDOT:PSS ,Blank,Blank, Perovskite , PCBM-60; PCBM-70,Blank,Blank,Blank,Ag,0.02,pin,FALSE,1.6,266.6666667
09/03/2019,SLG ,ITO ," NiO; NiO-(c, nanowalls) ", PS; PSS-Na ,Blank, Perovskite , PCBM-60; PCBM-70,Blank,Blank,Blank,Ag,0.25,pin,FALSE,1.55,1066.666667
15/04/2019 00:00,SLG ,FTO , PEDOT:PSS ,Blank,Blank, Perovskite , PCBM-60; F8TBT ,Blank,Blank,Blank,Ag,0.09,pin,FALSE,1.6,88.88888889
17/10/2018 00:00,SLG ,FTO ," NiO; NiO-(c, nanowalls) ",Blank,Blank, Perovskite , PCBM-60; Zn0.8Cd0.2S-np ,Blank,Blank,Blank,Ag,0.01,pin,FALSE,1.6,555.5555556
25/10/2017 00:00,SLG ,ITO , PTAA ,Blank,Blank, Perovskite , PDIN ,Blank,Blank,Blank,Ag,0.045,pin,FALSE,1.5,500
03/07/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ", MPTS-SAM , Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.16,nip-mp,FALSE,1.6,200
29/10/2018 00:00,SLG ,ITO ,"SnO2;  SnO2-(c, np, QDs) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.13,nip,FALSE,1.6,293.3333333
13/09/2018 00:00,SLG ,ITO ,"SnO2;  SnO2-(c, np, QDs) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.045,nip,FALSE,1.59,293.3333333
20/08/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.09,nip,FALSE,1.6,294.4444444
13/12/2017 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.07,nip,FALSE,1.6,188.8888889
17/07/2018 00:00,SLG ,ITO ," P3CT; P3CT - (K, N, Na)",Blank,Blank, Perovskite , TPE-ISO4 , C60 , BCP ,Blank,Ag,0.09,pin,FALSE,1.6,800
21/08/2018 00:00,SLG ,FTO ,"SnO2;  SnO2-(c, np, QDs) ",Blank,Blank, Perovskite , asy-PBTBDT ,Blank,Blank,Blank,Au,0.09,nip,FALSE,1.59,155.5555556
03/12/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite , DTS ,Blank,Blank,Blank,Au,0.09,nip,FALSE,1.6,1066.666667
18/03/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite , NiPc ,Blank,Blank,Blank,Au,0.09,nip,FALSE,1.6,1013.333333
03/12/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite , PCBM-60; PCBM-70,Blank,Blank,Blank,Au,0.09,nip,FALSE,1.6,26.66666667
30/10/2018 00:00,SLG ,ITO ,"SnO2;  SnO2-(c, np, QDs) ",Blank,Blank, Perovskite ,PTA;  PTAA ,Blank,Blank,Blank,Au,0.1,nip,FALSE,1.91,555.5555556
18/04/2019 00:00,SLG ,ITO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ,PTA;  PTAA ,Blank,Blank,Blank,Au,0.13,nip,FALSE,1.6,500
27/12/2016,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ", Graphen Oxide , Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,6.32,nip-mp,TRUE,1.6,1777.777778
10/09/2019 00:00,SLG ,ITO , NDI-P ,Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.09,nip,FALSE,1.6,555.5555556
07/01/2019 00:00,SLG ,ITO ,"SnO2;  SnO2-(c, np, QDs) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.1,nip,FALSE,1.6,666.6666667
26/10/2019 00:00,SLG ,FTO ,"SnO2;  SnO2-(c, np, QDs) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.06,nip,FALSE,1.6,400
26/07/2017 00:00,SLG ,FTO ,"SnO2;  SnO2-(c, np, QDs) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.09,nip,FALSE,1.61,1066.666667
06/01/2018,SLG ,ITO ,"SnO2;  SnO2-(c, np, QDs) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.16,nip,FALSE,1.73,1129.411765
18/02/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.1,nip,FALSE,1.6,1835.294118
31/01/2017 00:00,SLG ,ITO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.1,nip,FALSE,1.6,352.9411765
21/11/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.1,nip,FALSE,1.53,200
25/09/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," SnO2; SnO2-(c, np, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.09,nip,FALSE,1.6,8.235294118
17/11/2017 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.16,nip-mp,FALSE,1.4,1176.470588
25/08/2016 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.16,nip-mp,FALSE,1.52,1176.470588
11/04/2016 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite , TPA-Pc ,Blank,Blank,Blank,Au,0.15,nip-mp,FALSE,1.7,112.9411765
13/07/2018 00:00,SLG ,ITO , PEDOT:PSS ,Blank,Blank, Perovskite , C60 , BCP ,Blank,Blank,Ag,0.1,pin,FALSE,1.6,169.4117647
14/07/2017 00:00,SLG ,ITO , PEDOT:PSS ,Blank,Blank, Perovskite , PCBM-60; PCBM-70, BCP ,Blank,Blank,Ag,0.1,pin,FALSE,1.59,11.76470588
10/09/2019 00:00,SLG ,ITO , SY2 ,Blank,Blank, Perovskite , PCBM-60; PCBM-70, BCP ,Blank,Blank,Ag,0.1,pin,FALSE,1.6,1176.470588
16/07/2019,SLG ,FTO ," NiO; NiO-(c, nanowalls) ",Blank,Blank, Perovskite , Q10 , BCP ,Blank,Blank,Ag,0.096,pin,FALSE,1.55,141.1764706
19/10/2016 00:00,SLG ,ITO ," NiO; NiO-(c, nanowalls) ",Blank,Blank, Perovskite , PCBM-60; PCBM-70, bis-C60 ,Blank,Blank,Ag,0.0314,pin,FALSE,1.6,847.0588235
30/06/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) ", ZrO2-mp ," TiO2-(c, mp )", Perovskite ,Blank,Blank,Blank,Blank, Carbon,0.0514,nip-mp-carbon,FALSE,1.6,2823.529412
01/09/2019 00:00,SLG ,FTO ,"SnO2;  SnO2-(c, np, QDs) ",Blank,Blank, Perovskite , CsSnBr3-QDs ,Blank,Blank,Blank, Carbon,0.1,nip-mp-carbon,FALSE,2.3,282.3529412
07/04/2019 00:00,SLG ,FTO , PCBM-60 ,Blank,Blank, Perovskite , CuPc ,Blank,Blank,Blank, Carbon,0.071,nip,FALSE,1.63,588.2352941
11/04/2015 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite , TPDI ,Blank,Blank,Blank, Carbon,0.1,nip-mp,FALSE,1.6,847.0588235
11/07/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite , CT1 , MoOx; MoO3 ,Blank,Blank,Ag,0.16,nip-mp,FALSE,1.6,1587.058824
11/07/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite , CT1 , MoOx; MoO3 ,Blank,Blank,Ag,0.16,nip-mp,FALSE,1.6,1587.058824
03/11/2019 00:00,SLG ,ITO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ", MoOx; MoO3 ,Blank,Blank,Ag,0.045,nip,FALSE,1.6,1694.117647
29/03/2017 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite , PVP , Spiro-MeOTAD ,Blank,Blank,Au,0.09,nip-mp,FALSE,1.6,847.0588235
10/11/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite , CuCrO2 ,Blank,Blank,Blank,Au,0.16,nip-mp,FALSE,1.6,1704.142012
26/01/2018 00:00,SLG ,ITO , VOx ,Blank,Blank, Perovskite , PCBM-60; PCBM-70, BCP ,Blank,Blank,Ag,0.057,pin,FALSE,1.6,862.2754491
07/10/2018 00:00,SLG ,ITO , PEDOT:PSS ,Blank,Blank, Perovskite , PCBM-60; PCBM-70, BCP ,Blank,Blank,Ag,0.09,pin,FALSE,1.6,60.60606061
01/07/2016 00:00,SLG ,ITO , PEDOT:PSS ,Blank,Blank, Perovskite , PCBM-60; PCBM-70, C60 , BCP ,Blank,Al,0.1,pin,FALSE,1.6,1454.545455
14/02/2017 00:00,SLG ,ITO ," NiO; NiO-(c, nanowalls) ",Blank,Blank, Perovskite , PCBM-60; PCBM-70, Zr(acac)4 ,Blank,Blank,Ag,0.01,pin,FALSE,1.6,907.3170732
19/10/2018 00:00,SLG ,FTO ," NiO; NiO-(c, nanowalls) ",Blank,Blank, Perovskite , TPA-3CN , BCP ,Blank,Blank,Al,0.09,pin,FALSE,1.6,588.9570552
19/10/2018 00:00,PET ,ITO ," NiO; NiO-(c, nanowalls) ",Blank,Blank, Perovskite , TPA-3CN , BCP ,Blank,Blank,Al,0.09,pin,FALSE,1.6,588.9570552
24/03/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.1,nip,FALSE,1.6,417.1779141
24/03/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.1,nip,FALSE,1.6,417.1779141
09/08/2016 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.16,nip-mp,FALSE,1.6,148.8741393
08/07/2018 00:00,SLG ,ITO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite , J1 ,Blank,Blank,Blank,Ag,0.1,nip,FALSE,1.6,250
22/09/2018 00:00,Polyester-satin textile ,Carbon-nt, PEDOT:PSS ,Blank,Blank, Perovskite , PCBM-60; PCBM-70,Blank,Blank,Blank,Ag,0.06,nip,FALSE,1.6,375
10/04/2017 00:00,SLG ,FTO ," NiO; NiO-(c, nanowalls) ",Blank,Blank, Perovskite , PCBM-60; PCBM-70,Blank,Blank,Blank,Ag,0.07,pin,FALSE,1.6,600
14/02/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.1,nip,FALSE,1.6,450
11/04/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.16,nip-mp,FALSE,1.6,50
12/12/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.09,nip-mp,FALSE,1.71,210
18/09/2014 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite , H111 ,Blank,Blank,Blank,Au,0.2,nip-mp,FALSE,1.6,420
18/09/2014 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite , H112 ,Blank,Blank,Blank,Au,0.2,nip-mp,FALSE,1.6,420
15/04/2020,SLG ,FTO , MoS2 ,Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.055,nip,FALSE,1.61,950
21/10/2018 00:00,SLG , PEDOT:PSS , PEI ,Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.1,nip,FALSE,1.6,180
04/09/2019 00:00,SLG ,FTO ,"SnO2;  SnO2-(c, np, QDs) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.1,nip,FALSE,1.81,900
26/07/2017 00:00,SLG ,FTO ,"SnO2;  SnO2-(c, np, QDs) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.09,nip,FALSE,1.61,1200
20/03/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.06,nip,FALSE,1.63,6.25
30/09/2017 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.12,nip,FALSE,1.73,1050
22/02/2019 00:00,SLG ,ITO , ZnO-np ,Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.09,nip,FALSE,1.6,1260
15/09/2016 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.1,nip-mp,FALSE,1.6,250
19/07/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite , TBC ,Blank,Blank,Blank,Au,0.1,nip-mp,FALSE,1.6,900
25/03/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite , YT2 ,Blank,Blank,Blank,Au,0.09,nip-mp,FALSE,1.6,750
06/04/2019 00:00,SLG ,ITO , TAPC ,Blank,Blank, Perovskite , C60 , BCP ,Blank,Blank,Ag,0.1,pin,FALSE,1.62,1250
28/03/2019 00:00,SLG ,FTO ," NiO; NiO-(c, nanowalls) ",Blank,Blank, Perovskite , PCBM-60; PCBM-70, BCP ,Blank,Blank,Ag,0.25,pin,FALSE,1.62,1200
25/05/2019 00:00,SLG ,ITO ," P3CT; P3CT - (K, N, Na)",Blank,Blank, Perovskite , PCBM-60; PCBM-70, C60 , BCP ,Blank,Ag,0.04,pin,FALSE,1.6,5250
12/12/2018 00:00,SLG ,ITO , TB(MA) ,Blank,Blank, Perovskite , PCBM-60; PCBM-70, C60 , BCP ,Blank,Ag,0.1,pin,FALSE,1.56,900
28/11/2017 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ,Blank,Blank,Blank,Blank, Carbon,0.09,nip-mp-carbon,FALSE,1.6,875
09/08/2018,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ,Blank,Blank,Blank,Blank, Carbon,0.05,nip-mp-carbon,FALSE,1.5,3600
26/08/2015 00:00,SLG ,ITO , PEDOT:PSS ,Blank,Blank, Perovskite , PCBM-60; PCBM-70, LiF ,Blank,Blank,Ag,0.1,pin,FALSE,1.6,500
25/01/2019 00:00,SLG ,ITO ,"SnO2;  SnO2-(c, np, QDs) ", C60; C60-SAM,Blank, Perovskite , P3HT , MoOx; MoO3 ,Blank,Blank,Ag,0.1,nip,FALSE,1.2,937.5
12/04/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite , PCPD2FBT:BCF , PEDOT:PSS ,Blank,Blank,ITO ,1,nip,FALSE,1.47,1250
20/07/2017 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite , CuInS , Spiro-MeOTAD ,Blank,Blank,Au,0.06,nip-mp,FALSE,1.5,30
15/09/2016 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite , Graphene; Graphene oxide; rGO, Spiro-MeOTAD ,Blank,Blank,Au,0.1,nip-mp,FALSE,1.6,250
26/01/2018 00:00,SLG ,ITO , VOx ,Blank,Blank, Perovskite , PCBM-60; PCBM-70, BCP ,Blank,Blank,Ag,0.057,pin,FALSE,1.6,902.2556391
31/12/2017 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.09,nip-mp,FALSE,1.6,212.6582278
08/08/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite , P3HT ,Blank,Blank,Blank, Carbon,0.125,nip-mp,FALSE,2.1,917.1974522
21/06/2018 00:00,SLG ,ITO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite , PCA-1 ,Blank,Blank,Blank,Au,0.112,nip-mp,FALSE,1.6,517.1299289
09/02/2016 00:00,SLG ,ITO , PEDOT:PSS ,Blank,Blank, Perovskite , PCBM-60; PCBM-70, Bphen ,Blank,Blank,Al,0.000725,pin,FALSE,1.6,233.7662338
21/05/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.1,nip-mp,FALSE,1.96,980.3921569
17/12/2016 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite , CuGaO2 ,Blank,Blank,Blank,Au,0.09,nip,FALSE,1.6,941.7920209
20/05/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ", TiO2-np , Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.16,nip,FALSE,1.6,1895.9842
26/02/2018 00:00,SLG ,FTO , NiMgLiO; NiMgliO-c,Blank,Blank, Perovskite , CeOx-np ,Blank,Blank,Blank,Ag,0.09,pin,FALSE,1.6,266.6666667
17/03/2017 00:00,SLG ,ITO , PEDOT:PSS ,Blank, Graphene oxide , Perovskite , PCBM-60; PCBM-70,Blank,Blank,Blank,Ag,0.1,pin,FALSE,1.6,1280
08/07/2019 00:00,SLG ,ITO , BDT-POZ ,Blank,Blank, Perovskite , PCBM-60; PCBM-70, BCP ,Blank,Blank,Ag,0.07,pin,FALSE,1.6,533.3333333
08/07/2019 00:00,SLG ,ITO , BDT-PTZ ,Blank,Blank, Perovskite , PCBM-60; PCBM-70, BCP ,Blank,Blank,Ag,0.07,pin,FALSE,1.6,533.3333333
17/12/2015 00:00,SLG ,ITO , CuAlO2; CuCrO2 ,Blank,Blank, Perovskite , PCBM-60; PCBM-70, PEDOT:PSS ,Blank,Blank,Ag,0.0725,pin,FALSE,1.6,320
18/11/2019 00:00,SLG ,FTO ," NiO; NiO-(c, nanowalls) ",Blank,Blank, Perovskite , PCBM-60; PCBM-70,Blank,Blank,Blank,Ag,0.25,pin,FALSE,1.55,1280
11/11/2019 00:00,SLG ,ITO ," NiO; NiO-(c, nanowalls) ",Blank,Blank, Perovskite , PCBM-60; PCBM-70,Blank,Blank,Blank,Ag,0.05,nip,FALSE,1.64,320
06/07/2019 00:00,SLG ,FTO , PEDOT:PSS ,Blank,Blank, Perovskite , PCBM-60; PCDTBT ,Blank,Blank,Blank,Ag,0.096,pin,FALSE,1.6,960
01/11/2019 00:00,SLG ,ITO ," NiO; NiO-(c, nanowalls) ",Blank,Blank, Perovskite , PN-F50 ,Blank,Blank,Blank,Ag,0.1,pin,FALSE,1.6,400
29/08/2017 00:00,SLG ,FTO ,"SnO2;  SnO2-(c, np, QDs) ",Blank,Blank, Perovskite , SM09 ,Blank,Blank,Blank,Ag,0.09,nip,FALSE,1.6,1280
12/12/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) ", BZnTPP ,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.1256,nip,FALSE,1.6,800
12/12/2017 00:00,SLG ,ITO ,"SnO2;  SnO2-(c, np, QDs) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.045,nip,FALSE,1.6,960
12/12/2016 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.06,nip,FALSE,1.5,6.666666667
30/03/2017 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.09,nip,FALSE,1.6,266.6666667
26/04/2016 00:00,SLG ,ITO , ZnO-np ,Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.04,nip,FALSE,1.48,10.66666667
12/12/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.09,nip-mp,FALSE,1.57,224
07/09/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.12,nip-mp,FALSE,1.6,576
26/07/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.1,nip-mp,FALSE,1.6,192
06/07/2019 00:00,SLG ,ITO , PTAA ,Blank,Blank, Perovskite , TTC , C60 ,Blank,Blank,Ag,0.04,pin,FALSE,1.6,240
24/06/2014 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite , TTF1 ,Blank,Blank,Blank,Ag,0.09,nip-mp,FALSE,1.51,666.6666667
24/06/2014 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite , TTF1 ,Blank,Blank,Blank,Ag,1,nip-mp,FALSE,1.51,666.6666667
24/06/2014 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite , TTF1 ,Blank,Blank,Blank,Ag,0.09,nip-mp,FALSE,1.51,666.6666667
06/09/2016 00:00,SLG ,FTO , GO-nanoribbons ,Blank,Blank, Perovskite , ZnO-np ,Blank,Blank,Blank,Al,0.1,pin,FALSE,1.5,133.3333333
15/12/2015,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite , [BMPA-BTD]3-TPA ,Blank,Blank,Blank,Au,0.16,nip-mp,FALSE,1.6,333.3333333
11/03/2014 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite , 2TPA-4-DP ,Blank,Blank,Blank,Au,0.08,nip-mp,FALSE,1.59,1200
