Ref. Publication date [year:mm:dd],Substrate,Electrode,TL1-front,TL2-front,TL3-front,Material,TL4-back,TL5-back,TL6-back,TL7-back,Electrode2,Cell. Area. Measured [cm^2],Cell. Architecture [nip/pin/ ?,Module [TRUE/FALSE],Perovskite. Band gap [Eg.1 | Eg.2 | ...] [eV],Stability. (H)
28/10/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite , P3HT ,Blank,Blank,Blank,Au,0.096,nip-mp,FALSE,1.92,2645.502646
23/08/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," SnO2; SnO2-(c, np, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.09,nip,FALSE,1.63,1280
04/02/2018,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.16,nip-mp,FALSE,1.619,10880
12/04/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite , PCPD2FBT:BCF , PEDOT:PSS ,Blank,Blank,ITO ,1,nip,FALSE,1.47,2666.666667
15/02/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.1,nip-mp,FALSE,1.59,3567.567568
08/03/2019 00:00,SLG ,ITO , PEDOT:PSS ,Blank,Blank, Perovskite , PCBM-60; PCBM-70, BCP ,Blank,Blank,Ag,0.11,pin,FALSE,1.6,64.86486486
28/10/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite , P3HT ,Blank,Blank,Blank,Au,0.096,nip-mp,FALSE,1.92,2721.088435
08/09/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.1,nip-mp,TRUE,1.58,459.0163934
13/09/2017 00:00,SLG ,ITO , PEDOT:PSS ,Blank,Blank, Perovskite , PCBM-60; PCBM-70,Blank,Blank,Blank,Al,0.16,pin,FALSE,1.6,4.638888889
10/01/2015 00:00,SLG ,ITO , PEDOT:PSS ,Blank,Blank, Perovskite , PCBM-60; PCBM-70, Bphen ,Blank,Blank,Ag,0.072,pin,FALSE,1.6,416.6666667
13/09/2018 00:00,SLG ,ITO ,"SnO2;  SnO2-(c, np, QDs) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.045,nip,FALSE,1.59,754.2857143
02/05/2020 00:00,SLG ,ITO ,"SnO2;  SnO2-(c, np, QDs) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.075,nip,FALSE,1.91,2057.142857
11/04/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," SnO2; SnO2-(c, np, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.1,nip,FALSE,1.6,1428.571429
10/03/2017 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.1,nip-mp,FALSE,1.6,1645.714286
12/05/2017 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.09,nip-mp,FALSE,1.6,2948.571429
26/07/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.09,nip-mp,FALSE,1.6,2000
28/11/2015 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.09,nip-mp,FALSE,1.595,960
13/02/2018,PET ,Graphene , PEDOT:PSS ,Blank,Blank, Perovskite , PCBM-60; PCBM-70,Blank,Blank,Blank,Al,0.096,pin,FALSE,1.6,714.2857143
13/02/2018,PET ,Graphene , PEDOT:PSS ,Blank,Blank, Perovskite , PCBM-60; PCBM-70,Blank,Blank,Blank,Al,0.096,pin,FALSE,1.6,714.2857143
13/02/2018,PET ,Graphene , PEDOT:PSS ,Blank,Blank, Perovskite , PCBM-60; PCBM-70,Blank,Blank,Blank,Al,0.096,pin,FALSE,1.6,714.2857143
08/07/2017 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite , A102 ,Blank,Blank,Blank,Au,0.1,nip-mp,FALSE,1.62,1714.285714
24/05/2016 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite , PEH-9 ,Blank,Blank,Blank,Au,0.16,nip-mp,FALSE,1.6,1142.857143
22/04/2020,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ,PTA;  PTAA ,Blank,Blank,Blank,Au,0.09,nip,FALSE,1.91,2400
22/04/2020,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ,PTA;  PTAA ,Blank,Blank,Blank,Au,0.09,nip,FALSE,1.91,148.5714286
24/12/2017 00:00,SLG ,FTO ,"SnO2;  SnO2-(c, np, QDs) ", C60; C60-SAM,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.08,nip,FALSE,1.58,5.714285714
17/12/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) ", PCBM-60 ,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.16,nip,FALSE,1.72,4114.285714
10/03/2017,SLG ,FTO ,"SnO2;  SnO2-(c, np, QDs) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.1,nip,FALSE,1.61,10285.71429
31/08/2017 00:00,SLG ,ITO ,"SnO2;  SnO2-(c, np, QDs) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.1,nip,FALSE,1.6,6171.428571
14/11/2016 00:00,SLG ,ITO ,"SnO2;  SnO2-(c, np, QDs) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.108,nip,FALSE,1.55,214.2857143
19/12/2018 00:00,PEN ,ITO , SnS2 ,Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.1,nip,FALSE,1.6,2057.142857
04/12/2017 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.1,nip,FALSE,2.31,2857.142857
27/07/2016 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.16,nip,FALSE,1.6,1000
22/02/2019 00:00,SLG ,ITO , ZnO-np ,Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.09,nip,FALSE,1.6,285.7142857
30/10/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.09,nip-mp,FALSE,1.6,21.42857143
22/06/2017 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.09,nip-mp,FALSE,1.6,557.1428571
07/12/2016 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,1.05,nip-mp,FALSE,1.6,1571.428571
24/05/2016 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.16,nip-mp,FALSE,1.6,1142.857143
11/08/2018 00:00,SLG ,ITO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.09,nip-mp,FALSE,1.6,2057.142857
04/05/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) ", WOx ,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.15,nip,FALSE,1.6,1440
04/05/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) ", WOx ,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.15,nip,FALSE,1.6,1440
04/05/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) ", WOx ,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.15,nip,FALSE,1.6,1440
21/11/2016 00:00,SLG ,ITO , PEDOT:PSS ,Blank,Blank, Perovskite , C60 , BCP ,Blank,Blank,Au,0.09,pin,FALSE,1.56,2857.142857
28/03/2018 00:00,SLG ,FTO , NiMgLiO; NiMgliO-c,Blank,Blank, Perovskite , PCBM-60; PCBM-70, BCP ,Blank,Blank,Ag,0.09,pin,FALSE,1.6,857.1428571
20/12/2015 00:00,SLG ,ITO ," NiO; NiO-(c, nanowalls) ",Blank,Blank, Perovskite , C60 , bis-C60 ,Blank,Blank,Ag,0.06,pin,FALSE,1.56,2057.142857
27/04/2015 00:00,SLG ,ITO , MoOx , PEDOT:PSS ,Blank, Perovskite , C60 , Bphen ,Blank,Blank,Ag,0.18,pin,FALSE,1.6,685.7142857
25/05/2019 00:00,SLG ,ITO ," P3CT; P3CT - (K, N, Na)", PASP ,Blank, Perovskite , PCBM-60; PCBM-70, C60 , BCP ,Blank,Ag,0.04,pin,FALSE,1.6,12000
29/08/2015 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Al2O3-mp , Perovskite ,Blank,Blank,Blank,Blank, Carbon,0.16,nip-mp-carbon,FALSE,1.6,2857.142857
07/07/2020,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ,Blank,Blank,Blank,Blank, Carbon,0.12,nip-mp-carbon,FALSE,1.61,5714.285714
26/03/2020,SLG ,FTO ,"SnO2;  SnO2-(c, np, QDs) ",Blank,Blank, Perovskite , CuSCN ,Blank,Blank,Blank, Carbon,0.115,nip,FALSE,1.59,5485.714286
10/08/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite , PPy ,Blank,Blank,Blank, Carbon,0.1,nip-mp,FALSE,2.3,5485.714286
28/03/2019 00:00,SLG ,ITO , CPTA ,Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ", MoOx; MoO3 ,Blank,Blank,Au,0.05,nip,FALSE,1.6,3142.857143
18/12/2018 00:00,SLG ,ITO , PEDOT:PSS ,Blank,Blank, Perovskite , PCBM-60; PCBM-70, Rhodamine 101 ,Blank,Blank,Au,0.16,pin,FALSE,1.6,685.7142857
23/12/2019 00:00,SLG ,ITO ,"SnO2;  SnO2-(c, np, QDs) ",Blank,Blank, Perovskite , 2-aminoterephthalic acid , Spiro-MeOTAD ,Blank,Blank,Ag,0.084,nip,FALSE,1.6,2857.142857
14/02/2019 00:00,SLG ,ITO ,"SnO2;  SnO2-(c, np, QDs) ",Blank,Blank, Perovskite , 2-MP , Spiro-MeOTAD ,Blank,Blank,Au,0.09,nip,FALSE,1.57,4114.285714
09/09/2019 00:00,SLG ,ITO , PEDOT:PSS ,Blank,Blank, Perovskite , PCBM-60; PCBM-70, TiO2-c ,Blank,Blank,Al,0.16,pin,FALSE,1.6,57.14285714
17/05/2019 00:00,SLG ,ITO , PEDOT:PSS ,Blank,Blank, Perovskite , PCBM-60; PCBM-70, Zr(acac)4 ,Blank,Blank,Al,0.2,pin,FALSE,1.6,2057.142857
14/11/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ", PbTiO3 , Perovskite ,Blank,Blank,Blank,Blank, Carbon,0.08,nip-mp-carbon,FALSE,1.59,6171.428571
10/12/2018 00:00,SLG ,ITO ," NiO; NiO-(c, nanowalls) ",Blank,Blank, Perovskite , PCBM-60; PCBM-70, BCP ,Blank,Blank,Ag,0.09,pin,FALSE,1.6,1449.275362
03/01/2016 00:00,SLG ,ITO , PEDOT:PSS ,Blank,Blank, Perovskite , PCBM-60; PCBM-70, BCP ,Blank,Blank,Ag,0.9,pin,FALSE,1.55,1178.20324
13/04/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Al2O3-mp , Perovskite ," Spiro-(MeTAD, MeOTAD) ", NiO-mp ,Blank,Blank,Au,0.17,nip-mp,FALSE,1.6,19115.04425
23/08/2019,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.13,nip,FALSE,1.6,147.9289941
01/10/2017 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite , PMMA , Spiro-MeOTAD ,Blank,Blank,Au,0.04,nip-mp,FALSE,1.6,1432.835821
12/12/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.09,nip-mp,FALSE,1.66,509.0909091
08/05/2019 00:00,SLG ,ITO ," NiO; NiO-(c, nanowalls) ",Blank,Blank, Perovskite , PCBM-60; PCBM-70,Blank,Blank,Blank,Ag,0.04,pin,FALSE,1.6,73.84615385
18/12/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,1,nip-mp,FALSE,1.6,1292.307692
19/04/2019 00:00,SLG ,ITO , PEDOT:PSS ,Blank,Blank, Perovskite , C60 , BCP ,Blank,Blank,Ag,0.059,pin,FALSE,1.25,400
13/04/2019 00:00,SLG ,ITO ," NiO; NiO-(c, nanowalls) ", CuGaO2 ,Blank, Perovskite , PCBM-60; PCBM-70, BCP ,Blank,Blank,Ag,0.09,pin,FALSE,1.6,4430.769231
11/02/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite , Carbon; ,Blank,Blank,Blank,Graphite,0.09,nip-mp-carbon,FALSE,2.3,3692.307692
19/10/2018 00:00,SLG ,FTO ," NiO; NiO-(c, nanowalls) ",Blank,Blank, Perovskite , TPA-3CN , BCP ,Blank,Blank,Al,0.09,pin,FALSE,1.6,1500
19/08/2020,SLG ,ITO ," P3CT; P3CT - (K, N, Na)",Blank,Blank, Perovskite , PCBM-60; PCBM-70, C60 , BCP ,Blank,Ag,0.09,pin,FALSE,1.88,2700
19/08/2020,SLG ,ITO ," P3CT; P3CT - (K, N, Na)",Blank,Blank, Perovskite , PCBM-60; PCBM-70, C60 , BCP ,Blank,Ag,0.09,pin,FALSE,1.88,2700
12/04/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite , PCPD2FBT:BCF , PEDOT:PSS ,Blank,Blank,ITO ,1,nip,FALSE,1.47,3125
20/08/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.12,nip,FALSE,1.584,1514.181818
03/12/2018,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.05,nip,FALSE,1.63,3047.619048
19/09/2016 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.1,nip,FALSE,1.6,4731.319555
19/03/2016 00:00,SLG ,ITO , TAE ,Blank,Blank, Perovskite , PCBM-60; PCBM-70,Blank,Blank,Blank,Ag,0.1,pin,FALSE,1.6,1120
10/04/2019 00:00,SLG ,ITO , ZnO," TiO2-(c, np, nw, mp) ",PCBM-60 , Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.1,nip,FALSE,1.6,320
10/04/2019 00:00,SLG ,ITO , ZnO," TiO2-(c, np, nw, mp) ",PCBM-60 , Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.1,nip,FALSE,1.6,293.3333333
19/11/2018 00:00,SLG ,FTO ,"SnO2;  SnO2-(c, np, QDs) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.07,nip,FALSE,1.6,4000
06/08/2018 00:00,SLG ,FTO ,"SnO2;  SnO2-(c, np, QDs) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.102,nip,FALSE,1.6,7200
17/04/2019,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.105,nip-mp,FALSE,1.6,2000
25/01/2016,SLG ,ITO , PEDOT:PSS ,Blank,Blank, Perovskite , PCBM-60; PCBM-70,Blank,Blank,Blank,Al,0.04,pin,FALSE,1.6,8000
01/02/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ,Blank,Blank,Blank,Blank,Au,0.09,nip,FALSE,2.05,4800
28/09/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ,Blank,Blank,Blank,Blank,Au,0.1,nip-mp,FALSE,1.6,2666.666667
18/10/2019 00:00,SLG ,FTO , C60 ,Blank,Blank, Perovskite , CuPc ,Blank,Blank,Blank,Au,0.1,nip,FALSE,1.6,2400
15/04/2018 00:00,SLG ,FTO ,"SnO2;  SnO2-(c, np, QDs) ",Blank,Blank, Perovskite , CuPrPc ,Blank,Blank,Blank,Au,0.11,nip,FALSE,1.6,2666.666667
01/04/2017 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite , CuSCN ,Blank,Blank,Blank,Au,0.122,nip-mp,FALSE,1.6,333.3333333
18/10/2019 00:00,SLG ,FTO , C60 ,Blank,Blank, Perovskite , F4-TCNQ , CuPc ,Blank,Blank,Au,0.1,nip,FALSE,1.6,2400
16/11/2016 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite , M4 ,Blank,Blank,Blank,Au,0.002,nip-mp,FALSE,1.55,2160
13/02/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) ", C60; C60-SAM,Blank, Perovskite , P3HT ,Blank,Blank,Blank,Au,0.12,nip,FALSE,1.8,1120
01/11/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ,PTA;  PTAA ,Blank,Blank,Blank,Au,0.09,nip,FALSE,1.68,4800
25/06/2015 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite , Graphene; Graphene oxide; rGO,Blank,Blank,Blank,Au,0.06,nip-mp,FALSE,1.61,1666.666667
29/11/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Al2O3-mp , Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.16,nip-mp,FALSE,1.5,300
24/01/2018,SLG ,ITO , ZnO," 1,2-ethanedithiol ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.0707,pin,FALSE,1.6,140
23/12/2019 00:00,SLG ,ITO ,"SnO2;  SnO2-(c, np, QDs) ", LiF ,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.0737,nip,FALSE,1.77,3333.333333
21/10/2018 00:00,SLG , PEDOT:PSS , PEI , PCBM-60 ,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.1,nip,FALSE,1.6,480
19/06/2015 00:00,SLG ,FTO ," TiO2-(c, np, nw) ", PCBM-60 ,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.08,nip,FALSE,1.6,7680
19/06/2015 00:00,SLG ,FTO ," TiO2-(c, np, nw) ", PCBM-60 ,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.08,nip,FALSE,1.6,7680
03/10/2016 00:00,SLG , AZO ,Blank,Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.06,nip,FALSE,1.6,480
14/05/2018 00:00,SLG ,FTO ,"SnO2;  SnO2-(c, np, QDs) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.1,nip,FALSE,1.55,2000
19/06/2019 00:00,SLG ,ITO ,"SnO2;  SnO2-(c, np, QDs) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.09,nip,FALSE,1.526,5600
02/04/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.07,nip,FALSE,1.63,2666.666667
30/10/2019 00:00,SLG ,FTO , SrTiO3-c , SrTiO3-mp ,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.09,nip,FALSE,1.6,25
15/06/2016 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.08,nip-mp,FALSE,1.6,2000
21/01/2020,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.09,nip-mp,FALSE,1.61,2400
07/08/2015,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.12,nip-mp,FALSE,1.55,2400
15/12/2015,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.16,nip-mp,FALSE,1.6,833.3333333
21/11/2016 00:00,SLG ,ITO , PEDOT:PSS ,Blank,Blank, Perovskite , C60 , BCP ,Blank,Blank,Au,0.09,pin,FALSE,1.56,3333.333333
03/09/2019 00:00,SLG ,ITO ," P3CT; P3CT - (K, N, Na)",Blank,Blank, Perovskite , PCBM-60; PCBM-70, BCP ,Blank,Blank,Ag,0.09,pin,FALSE,1.6,33.33333333
29/11/2014 00:00,SLG ,ITO ," NiO; NiO-(c, nanowalls) ",Blank,Blank, Perovskite , PCBM-60; PCBM-70, bis-C60 ,Blank,Blank,Ag,0.0314,pin,FALSE,1.6,800
10/08/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite , BT-BTH ,Blank,Blank,Blank, Carbon,0.1,nip-mp-carbon,FALSE,2.3,6400
28/11/2017 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ,Blank,Blank,Blank,Blank, Carbon,0.09,nip-mp-carbon,FALSE,1.6,2333.333333
15/04/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ,Blank,Blank,Blank,Blank, Carbon,0.04,nip-mp-carbon,FALSE,1.55,2800
07/01/2016 00:00,SLG ,FTO ," TiO2-(c, np, nw) ", ZrO2-mp ," TiO2-(c, mp )", Perovskite ,Blank,Blank,Blank,Blank, Carbon,0.16,nip-mp-carbon,FALSE,1.6,1233.333333
30/01/2019 00:00,SLG ,FTO , ZTO , ZrO2-mp ," TiO2-(c, mp )", Perovskite ,Blank,Blank,Blank,Blank, Carbon,0.07,nip-mp-carbon,FALSE,1.6,4000
10/08/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite , PANI ,Blank,Blank,Blank, Carbon,0.1,nip-mp,FALSE,2.3,6400
13/10/2018 00:00,SLG ,ITO , C60 ,Blank,Blank, Perovskite ,Blank,Blank,Blank,Blank, Carbon,0.07065,nip,FALSE,1.61,1000
05/04/2016 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ", MoOx; MoO3 ,Blank,Blank,Al,0.1,nip,FALSE,1.6,180
25/10/2017 00:00,SLG ,ITO , PTAA ,Blank,Blank, Perovskite , PCBM-60; PCBM-70, PDIN ,Blank,Blank,Ag,0.045,pin,FALSE,1.5,1500
28/10/2019 00:00,SLG ,FTO , NiMgLiO; NiMgliO-c,Blank,Blank, Perovskite , TiO2-np ,Blank,Blank,Blank, Sb,0.09,pin,FALSE,1.89,3333.333333
20/08/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.12,nip,FALSE,1.587,1627.118644
13/09/2019 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite , CuPc ,Blank,Blank,Blank, Carbon,0.071,nip,FALSE,2.05,101.6949153
11/05/2013 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.09,nip-mp,FALSE,1.51,62.06896552
06/01/2017 00:00,SLG ,FTO ," TiO2-(c, np, nw) "," TiO2-(c, np, nw, mp) ",Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Ag,0.1,nip-mp,FALSE,1.6,1324.137931
17/01/2019 00:00,SLG ,ITO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite ," Spiro-(MeTAD, MeOTAD) ",Blank,Blank,Blank,Au,0.1,nip,FALSE,1.53,1517.241379
12/04/2018 00:00,SLG ,FTO ," TiO2-(c, np, nw) ",Blank,Blank, Perovskite , PCPD2FBT:BCF , PEDOT:PSS ,Blank,Blank,ITO ,1,nip,FALSE,1.47,3448.275862
